,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture
1001,2018-01-21 21:00:00,2052.14,158.58,27.0
1003,2018-01-21 22:00:00,1837.27,153.3,25.9
1005,2018-01-21 23:00:00,1618.02,125.67,25.2
1007,2018-01-22 00:00:00,1671.93,125.67,24.8
1009,2018-01-22 01:00:00,1488.57,173.5,22.3
1011,2018-01-22 02:00:00,1381.86,116.47,21.9
1013,2018-01-22 03:00:00,1320.11,107.31,21.5
1015,2018-01-22 04:00:00,1283.24,119.04,21.0
1017,2018-01-22 05:00:00,1297.27,125.74,20.8
1019,2018-01-22 06:00:00,1411.02,134.44,20.9
1021,2018-01-22 07:00:00,1501.98,144.74,21.5
1023,2018-01-22 08:00:00,1572.87,114.61,22.6
1025,2018-01-22 09:00:00,1604.02,132.89,24.1
1027,2018-01-22 10:00:00,1558.4,141.44,25.8
1029,2018-01-22 11:00:00,1565.91,178.1,27.4
1031,2018-01-22 12:00:00,1593.75,142.6,28.8
1033,2018-01-22 13:00:00,1640.33,133.79,29.9
1035,2018-01-22 14:00:00,1637.94,133.43,30.6
1037,2018-01-22 15:00:00,1684.66,130.26,30.9
1039,2018-01-22 16:00:00,1758.48,163.76,30.7
1041,2018-01-22 17:00:00,1808.19,118.63,30.0
1043,2018-01-22 18:00:00,1864.39,105.69,28.9
1045,2018-01-22 19:00:00,1797.69,104.93,27.5
1047,2018-01-22 20:00:00,1677.29,108.8,26.0
1049,2018-01-22 21:00:00,1574.72,98.74,24.7
1051,2018-01-22 22:00:00,1458.22,88.79,23.7
1053,2018-01-22 23:00:00,1331.74,98.27,23.1
1055,2018-01-23 00:00:00,1495.71,167.37,22.7
1057,2018-01-23 01:00:00,1305.73,84.03,20.5
1059,2018-01-23 02:00:00,1192.99,65.03,20.1
1061,2018-01-23 03:00:00,1173.27,73.61,19.7
1063,2018-01-23 04:00:00,1149.86,72.72,19.3
1065,2018-01-23 05:00:00,1196.5,74.17,19.1
1067,2018-01-23 06:00:00,1308.83,96.87,19.2
1069,2018-01-23 07:00:00,1396.45,111.91,19.8
1071,2018-01-23 08:00:00,1375.88,120.49,20.8
1073,2018-01-23 09:00:00,1329.66,119.01,22.2
1075,2018-01-23 10:00:00,1236.44,114.03,23.7
1077,2018-01-23 11:00:00,1241.32,115.53,25.2
1079,2018-01-23 12:00:00,1224.6,116.45,26.5
1081,2018-01-23 13:00:00,1249.59,116.64,27.5
1083,2018-01-23 14:00:00,1305.03,120.8,28.1
1085,2018-01-23 15:00:00,1409.83,119.22,28.4
1087,2018-01-23 16:00:00,1498.85,128.24,28.2
1089,2018-01-23 17:00:00,1579.56,127.9,27.5
1091,2018-01-23 18:00:00,1677.39,107.78,26.5
1093,2018-01-23 19:00:00,1675.7,117.94,25.2
1095,2018-01-23 20:00:00,1618.48,110.77,23.9
1097,2018-01-23 21:00:00,1553.68,120.53,22.7
1099,2018-01-23 22:00:00,1404.36,104.79,21.8
1101,2018-01-23 23:00:00,1341.15,93.36,21.2
1103,2018-01-24 00:00:00,1494.61,150.21,20.8
1105,2018-01-24 01:00:00,1308.34,176.03,20.8
1107,2018-01-24 02:00:00,1185.74,107.27,20.5
1109,2018-01-24 03:00:00,1143.26,84.48,20.1
1111,2018-01-24 04:00:00,1129.14,78.13,19.7
1113,2018-01-24 05:00:00,1152.92,83.55,19.4
1115,2018-01-24 06:00:00,1244.41,64.85,19.5
1117,2018-01-24 07:00:00,1387.54,108.62,20.1
1119,2018-01-24 08:00:00,1391.02,93.47,21.1
1121,2018-01-24 09:00:00,1352.23,104.79,22.5
1123,2018-01-24 10:00:00,1272.66,107.22,24.1
1125,2018-01-24 11:00:00,1234.57,117.07,25.6
1127,2018-01-24 12:00:00,1234.78,115.57,26.9
1129,2018-01-24 13:00:00,1307.8,122.9,28.0
1131,2018-01-24 14:00:00,1412.97,129.48,28.6
1133,2018-01-24 15:00:00,1542.83,137.4,28.9
1135,2018-01-24 16:00:00,1659.75,127.82,28.7
1137,2018-01-24 17:00:00,1709.68,116.43,28.0
1139,2018-01-24 18:00:00,1773.53,100.71,27.0
1141,2018-01-24 19:00:00,1784.07,106.14,25.7
1143,2018-01-24 20:00:00,1693.99,105.95,24.3
1145,2018-01-24 21:00:00,1608.71,116.82,23.1
1147,2018-01-24 22:00:00,1480.47,104.33,22.2
1149,2018-01-24 23:00:00,1343.4,92.2,21.6
1151,2018-01-25 00:00:00,1475.03,124.46,21.2
1153,2018-01-25 01:00:00,1291.11,93.86,21.6
1155,2018-01-25 02:00:00,1178.79,95.76,21.2
1157,2018-01-25 03:00:00,1152.59,94.29,20.8
1159,2018-01-25 04:00:00,1148.83,91.35,20.4
1161,2018-01-25 05:00:00,1227.56,98.03,20.1
1163,2018-01-25 06:00:00,1295.64,113.41,20.2
1165,2018-01-25 07:00:00,1435.12,121.87,20.8
1167,2018-01-25 08:00:00,1518.77,115.54,21.9
1169,2018-01-25 09:00:00,1485.68,118.42,23.3
1171,2018-01-25 10:00:00,1495.23,117.18,24.9
1173,2018-01-25 11:00:00,1481.92,123.01,26.5
1175,2018-01-25 12:00:00,1466.4,126.89,27.9
1177,2018-01-25 13:00:00,1566.31,126.54,29.0
1179,2018-01-25 14:00:00,1690.39,122.27,29.6
1181,2018-01-25 15:00:00,1775.22,132.1,29.9
1183,2018-01-25 16:00:00,1905.39,2472.93,29.7
1185,2018-01-25 17:00:00,1960.24,95.09,29.0
1187,2018-01-25 18:00:00,2046.51,98.89,27.9
1189,2018-01-25 19:00:00,2101.28,89.45,26.6
1191,2018-01-25 20:00:00,1966.23,90.27,25.2
1193,2018-01-25 21:00:00,1775.72,77.85,24.0
1195,2018-01-25 22:00:00,1615.2,83.05,23.0
1197,2018-01-25 23:00:00,1437.05,84.43,22.4
1199,2018-01-26 00:00:00,1547.31,89.21,22.0
1201,2018-01-26 01:00:00,1337.36,75.21,22.9
1203,2018-01-26 02:00:00,1212.9,58.98,22.6
1205,2018-01-26 03:00:00,1205.23,56.23,22.1
1207,2018-01-26 04:00:00,1183.66,52.81,21.6
1209,2018-01-26 05:00:00,1200.9,53.9,21.4
1211,2018-01-26 06:00:00,1257.17,54.2,21.5
1213,2018-01-26 07:00:00,1227.5,66.73,22.1
1215,2018-01-26 08:00:00,1201.58,81.51,23.2
1217,2018-01-26 09:00:00,1208.67,105.27,24.8
1219,2018-01-26 10:00:00,1351.6,108.2,26.5
1221,2018-01-26 11:00:00,1416.21,113.93,28.1
1223,2018-01-26 12:00:00,1414.97,83.02,29.6
1225,2018-01-26 13:00:00,1201.44,96.17,30.7
1227,2018-01-26 14:00:00,1289.28,106.16,31.5
1229,2018-01-26 15:00:00,1348.94,105.73,31.7
1231,2018-01-26 16:00:00,1502.18,112.91,31.5
1233,2018-01-26 17:00:00,1677.62,110.37,30.8
1235,2018-01-26 18:00:00,1827.27,134.53,29.6
1237,2018-01-26 19:00:00,1923.79,142.75,28.2
1239,2018-01-26 20:00:00,1849.36,141.03,26.7
1241,2018-01-26 21:00:00,1750.92,120.19,25.4
1243,2018-01-26 22:00:00,1600.36,108.13,24.4
1245,2018-01-26 23:00:00,1494.67,107.9,23.7
1247,2018-01-27 00:00:00,1624.4,188.46,23.3
1249,2018-01-27 01:00:00,1418.89,78.12,23.8
1251,2018-01-27 02:00:00,1295.1,60.97,23.4
1253,2018-01-27 03:00:00,1282.16,61.84,22.9
1255,2018-01-27 04:00:00,1243.8,59.68,22.4
1257,2018-01-27 05:00:00,1243.48,62.01,22.2
1259,2018-01-27 06:00:00,1292.79,62.5,22.3
1261,2018-01-27 07:00:00,1367.61,97.88,22.9
1263,2018-01-27 08:00:00,1429.14,112.96,24.1
1265,2018-01-27 09:00:00,1504.46,197.28,25.7
1267,2018-01-27 10:00:00,1596.94,129.63,27.4
1269,2018-01-27 11:00:00,1733.0,139.04,29.2
1271,2018-01-27 12:00:00,1846.29,155.65,30.7
1273,2018-01-27 13:00:00,2032.33,156.01,31.8
1275,2018-01-27 14:00:00,2227.59,181.77,32.6
1277,2018-01-27 15:00:00,2165.49,146.17,32.9
1279,2018-01-27 16:00:00,2219.63,162.77,32.6
1281,2018-01-27 17:00:00,2270.85,145.11,31.9
1283,2018-01-27 18:00:00,2348.46,135.31,30.7
1285,2018-01-27 19:00:00,2404.41,132.32,29.2
1287,2018-01-27 20:00:00,2322.19,112.71,27.7
1289,2018-01-27 21:00:00,2194.44,94.37,26.3
1291,2018-01-27 22:00:00,1963.37,74.91,25.3
1293,2018-01-27 23:00:00,1828.12,75.98,24.6
1295,2018-01-28 00:00:00,1898.79,85.45,24.2
1297,2018-01-28 01:00:00,1662.44,69.58,26.7
1299,2018-01-28 02:00:00,1551.4,72.76,26.2
1301,2018-01-28 03:00:00,1511.56,63.01,25.7
1303,2018-01-28 04:00:00,1440.15,61.85,25.1
1305,2018-01-28 05:00:00,1441.48,58.51,24.8
1307,2018-01-28 06:00:00,1416.52,52.92,25.0
1309,2018-01-28 07:00:00,1424.83,58.24,25.7
1311,2018-01-28 08:00:00,1491.52,59.02,27.0
1313,2018-01-28 09:00:00,1697.32,175.72,28.7
1315,2018-01-28 10:00:00,1930.73,182.6,30.7
1317,2018-01-28 11:00:00,2095.53,232.11,32.7
1319,2018-01-28 12:00:00,2230.61,335.34,34.4
1321,2018-01-28 13:00:00,2309.36,177.33,35.7
1323,2018-01-28 14:00:00,2357.01,411.74,36.5
1325,2018-01-28 15:00:00,2484.22,3595.78,36.8
1327,2018-01-28 16:00:00,2546.9,290.74,36.6
1329,2018-01-28 17:00:00,2574.67,123.68,35.7
1331,2018-01-28 18:00:00,2420.21,92.85,34.4
1333,2018-01-28 19:00:00,2348.46,113.22,32.8
1335,2018-01-28 20:00:00,2207.2,104.83,31.1
1337,2018-01-28 21:00:00,2124.57,105.0,29.5
1339,2018-01-28 22:00:00,1921.78,93.63,28.3
1341,2018-01-28 23:00:00,1730.56,103.14,27.6
1343,2018-01-29 00:00:00,1801.03,159.18,27.1
1345,2018-01-29 01:00:00,1606.62,162.56,21.7
1347,2018-01-29 02:00:00,1469.92,105.0,21.3
1349,2018-01-29 03:00:00,1485.71,98.1,20.9
1351,2018-01-29 04:00:00,1441.92,115.66,20.4
1353,2018-01-29 05:00:00,1423.68,126.49,20.2
1355,2018-01-29 06:00:00,1507.41,119.92,20.3
1357,2018-01-29 07:00:00,1641.35,124.57,20.9
1359,2018-01-29 08:00:00,1733.84,148.47,21.9
1361,2018-01-29 09:00:00,1724.21,121.37,23.4
1363,2018-01-29 10:00:00,1664.33,105.0,25.0
1365,2018-01-29 11:00:00,1714.06,125.13,26.6
1367,2018-01-29 12:00:00,1761.53,112.51,27.9
1369,2018-01-29 13:00:00,1688.18,106.09,29.0
1371,2018-01-29 14:00:00,1687.36,102.34,29.7
1373,2018-01-29 15:00:00,1611.15,101.38,29.9
1375,2018-01-29 16:00:00,1532.69,93.86,29.7
1377,2018-01-29 17:00:00,1479.85,90.43,29.1
1379,2018-01-29 18:00:00,1459.16,85.88,28.0
1381,2018-01-29 19:00:00,1430.68,92.25,26.6
1383,2018-01-29 20:00:00,1360.61,93.7,25.2
1385,2018-01-29 21:00:00,1313.19,66.51,24.0
1387,2018-01-29 22:00:00,1268.0,77.25,23.0
1389,2018-01-29 23:00:00,1158.63,71.59,22.4
1391,2018-01-30 00:00:00,1356.84,78.97,22.0
1393,2018-01-30 01:00:00,1226.26,60.76,17.8
1395,2018-01-30 02:00:00,1098.29,52.47,17.5
1397,2018-01-30 03:00:00,1065.91,53.81,17.2
1399,2018-01-30 04:00:00,1041.64,41.98,16.8
1401,2018-01-30 05:00:00,1073.71,52.84,16.6
1403,2018-01-30 06:00:00,1149.8,70.61,16.7
1405,2018-01-30 07:00:00,1298.03,88.35,17.2
1407,2018-01-30 08:00:00,1235.7,78.7,18.0
1409,2018-01-30 09:00:00,1189.53,82.09,19.2
1411,2018-01-30 10:00:00,1055.23,72.86,20.5
1413,2018-01-30 11:00:00,1029.19,74.2,21.8
1415,2018-01-30 12:00:00,1021.42,71.36,23.0
1417,2018-01-30 13:00:00,1011.4,77.45,23.9
1419,2018-01-30 14:00:00,1059.04,73.54,24.4
1421,2018-01-30 15:00:00,991.92,-99.3,24.6
1423,2018-01-30 16:00:00,1023.1,-98.2,24.5
1425,2018-01-30 17:00:00,1132.85,80.19,23.9
1427,2018-01-30 18:00:00,1128.91,66.6,23.0
1429,2018-01-30 19:00:00,1165.1,81.08,21.9
1431,2018-01-30 20:00:00,1202.17,89.06,20.8
1433,2018-01-30 21:00:00,1186.81,77.16,19.7
1435,2018-01-30 22:00:00,1144.14,57.11,19.0
1437,2018-01-30 23:00:00,1105.03,52.79,18.4
1439,2018-01-31 00:00:00,1277.26,49.77,18.1
1441,2018-01-31 01:00:00,1158.96,45.69,16.7
1443,2018-01-31 02:00:00,1051.86,34.51,16.4
1445,2018-01-31 03:00:00,1040.57,34.96,16.1
1447,2018-01-31 04:00:00,999.48,29.07,15.7
1449,2018-01-31 05:00:00,1051.5,37.95,15.5
1451,2018-01-31 06:00:00,1125.55,33.47,15.6
1453,2018-01-31 07:00:00,1262.82,77.16,16.1
1455,2018-01-31 08:00:00,1210.76,56.8,16.9
1457,2018-01-31 09:00:00,1110.46,-15.4,18.0
1459,2018-01-31 10:00:00,1140.96,-109.54,19.2
1461,2018-01-31 11:00:00,1048.71,-174.7,20.4
1463,2018-01-31 12:00:00,979.89,70.68,21.5
1465,2018-01-31 13:00:00,894.23,61.14,22.3
1467,2018-01-31 14:00:00,939.4,59.85,22.9
1469,2018-01-31 15:00:00,978.86,64.21,23.1
1471,2018-01-31 16:00:00,963.22,79.7,22.9
1473,2018-01-31 17:00:00,1084.73,78.27,22.4
1475,2018-01-31 18:00:00,1124.16,55.9,21.5
1477,2018-01-31 19:00:00,1145.92,80.59,20.5
1479,2018-01-31 20:00:00,1210.42,81.21,19.4
1481,2018-01-31 21:00:00,1219.28,89.12,18.5
1483,2018-01-31 22:00:00,1150.19,63.18,17.7
1485,2018-01-31 23:00:00,1105.91,60.23,17.3
1487,2018-02-01 00:00:00,1284.95,80.43,17.0
1489,2018-02-01 01:00:00,1158.52,62.24,17.6
1491,2018-02-01 02:00:00,1046.38,52.65,17.3
1493,2018-02-01 03:00:00,1034.92,54.39,17.0
1495,2018-02-01 04:00:00,1016.46,54.86,16.6
1497,2018-02-01 05:00:00,1036.48,56.38,16.4
1499,2018-02-01 06:00:00,1113.15,78.33,16.5
1501,2018-02-01 07:00:00,1270.32,92.66,17.0
1503,2018-02-01 08:00:00,1174.55,70.64,17.8
1505,2018-02-01 09:00:00,1062.17,64.09,19.0
1507,2018-02-01 10:00:00,966.15,65.78,20.3
1509,2018-02-01 11:00:00,910.85,60.27,21.6
1511,2018-02-01 12:00:00,862.14,61.74,22.7
1513,2018-02-01 13:00:00,875.71,60.29,23.6
1515,2018-02-01 14:00:00,837.79,67.62,24.1
1517,2018-02-01 15:00:00,834.36,63.16,24.3
1519,2018-02-01 16:00:00,834.74,58.56,24.2
1521,2018-02-01 17:00:00,952.31,64.24,23.6
1523,2018-02-01 18:00:00,1079.3,89.1,22.7
1525,2018-02-01 19:00:00,1131.48,93.34,21.6
1527,2018-02-01 20:00:00,1196.98,131.33,20.5
1529,2018-02-01 21:00:00,1179.33,91.59,19.5
1531,2018-02-01 22:00:00,1106.56,73.37,18.7
1533,2018-02-01 23:00:00,1126.95,94.53,18.2
1535,2018-02-02 00:00:00,1276.71,118.67,17.9
1537,2018-02-02 01:00:00,1147.94,83.59,20.6
1539,2018-02-02 02:00:00,993.89,45.29,20.3
1541,2018-02-02 03:00:00,1026.5,67.91,19.9
1543,2018-02-02 04:00:00,974.23,56.18,19.5
1545,2018-02-02 05:00:00,1057.0,67.38,19.2
1547,2018-02-02 06:00:00,1109.6,88.36,19.3
1549,2018-02-02 07:00:00,1203.7,97.96,19.8
1551,2018-02-02 08:00:00,1137.05,91.93,20.8
1553,2018-02-02 09:00:00,998.45,88.65,22.2
1555,2018-02-02 10:00:00,891.21,77.46,23.7
1557,2018-02-02 11:00:00,828.26,75.85,25.2
1559,2018-02-02 12:00:00,844.17,69.24,26.6
1561,2018-02-02 13:00:00,884.39,78.11,27.6
1563,2018-02-02 14:00:00,878.32,87.34,28.2
1565,2018-02-02 15:00:00,923.2,77.95,28.5
1567,2018-02-02 16:00:00,1012.79,93.84,28.3
1569,2018-02-02 17:00:00,1135.69,102.42,27.6
1571,2018-02-02 18:00:00,1209.73,98.34,26.6
1573,2018-02-02 19:00:00,1285.92,97.87,25.3
1575,2018-02-02 20:00:00,1261.18,82.64,24.0
1577,2018-02-02 21:00:00,1258.18,79.39,22.8
1579,2018-02-02 22:00:00,1185.11,94.94,21.9
1581,2018-02-02 23:00:00,1101.73,72.14,21.3
1583,2018-02-03 00:00:00,1287.21,98.82,20.9
1585,2018-02-03 01:00:00,1105.86,48.86,23.1
1587,2018-02-03 02:00:00,1024.19,57.36,22.7
1589,2018-02-03 03:00:00,1026.04,56.99,22.3
1591,2018-02-03 04:00:00,991.65,52.65,21.8
1593,2018-02-03 05:00:00,997.86,57.25,21.5
1595,2018-02-03 06:00:00,1027.34,62.12,21.6
1597,2018-02-03 07:00:00,1067.56,98.42,22.2
1599,2018-02-03 08:00:00,1071.71,102.8,23.3
1601,2018-02-03 09:00:00,1031.84,79.79,24.9
1603,2018-02-03 10:00:00,990.75,95.34,26.6
1605,2018-02-03 11:00:00,999.18,105.08,28.3
1607,2018-02-03 12:00:00,996.76,90.09,29.7
1609,2018-02-03 13:00:00,1024.3,102.9,30.9
1611,2018-02-03 14:00:00,1090.31,126.66,31.6
1613,2018-02-03 15:00:00,1177.35,115.86,31.9
1615,2018-02-03 16:00:00,1291.1,131.42,31.7
1617,2018-02-03 17:00:00,1431.25,126.08,30.9
1619,2018-02-03 18:00:00,1538.85,114.49,29.8
1621,2018-02-03 19:00:00,1531.55,104.51,28.4
1623,2018-02-03 20:00:00,1415.62,98.95,26.9
1625,2018-02-03 21:00:00,1333.9,94.4,25.6
1627,2018-02-03 22:00:00,1279.63,114.51,24.6
1629,2018-02-03 23:00:00,1218.75,95.41,23.9
1631,2018-02-04 00:00:00,1394.27,126.54,23.5
1633,2018-02-04 01:00:00,1210.16,84.66,22.5
1635,2018-02-04 02:00:00,1099.79,63.79,22.1
1637,2018-02-04 03:00:00,1089.36,87.27,21.6
1639,2018-02-04 04:00:00,1019.03,90.81,21.2
1641,2018-02-04 05:00:00,1013.68,97.88,20.9
1643,2018-02-04 06:00:00,1018.99,97.71,21.0
1645,2018-02-04 07:00:00,1040.48,100.11,21.6
1647,2018-02-04 08:00:00,1064.12,139.48,22.7
1649,2018-02-04 09:00:00,1077.19,112.3,24.1
1651,2018-02-04 10:00:00,1114.2,97.44,25.8
1653,2018-02-04 11:00:00,1196.85,139.02,27.4
1655,2018-02-04 12:00:00,1304.51,144.26,28.9
1657,2018-02-04 13:00:00,1363.43,133.43,30.0
1659,2018-02-04 14:00:00,1419.03,128.24,30.7
1661,2018-02-04 15:00:00,1509.16,125.07,31.0
1663,2018-02-04 16:00:00,1660.65,120.63,30.8
1665,2018-02-04 17:00:00,1808.86,132.3,30.1
1667,2018-02-04 18:00:00,1943.54,140.17,28.9
1669,2018-02-04 19:00:00,1949.97,123.51,27.6
1671,2018-02-04 20:00:00,1836.88,107.71,26.1
1673,2018-02-04 21:00:00,1667.55,88.98,24.8
1675,2018-02-04 22:00:00,1519.6,90.62,23.9
1677,2018-02-04 23:00:00,1388.47,89.34,23.2
1679,2018-02-05 00:00:00,1532.19,165.21,22.8
1681,2018-02-05 01:00:00,1356.02,82.85,23.4
1683,2018-02-05 02:00:00,1213.55,85.69,23.0
1685,2018-02-05 03:00:00,1164.82,78.69,22.5
1687,2018-02-05 04:00:00,1166.65,88.25,22.0
1689,2018-02-05 05:00:00,1229.33,119.15,21.7
1691,2018-02-05 06:00:00,1367.1,123.67,21.8
1693,2018-02-05 07:00:00,1502.4,155.36,22.4
1695,2018-02-05 08:00:00,1564.79,165.75,23.5
1697,2018-02-05 09:00:00,1610.94,126.39,25.1
1699,2018-02-05 10:00:00,1613.98,125.43,26.8
1701,2018-02-05 11:00:00,1673.68,143.57,28.5
1703,2018-02-05 12:00:00,1774.5,148.6,30.0
1705,2018-02-05 13:00:00,1831.63,140.9,31.2
1707,2018-02-05 14:00:00,1830.44,138.34,31.9
1709,2018-02-05 15:00:00,1949.88,141.0,32.2
1711,2018-02-05 16:00:00,2129.09,157.4,32.0
1713,2018-02-05 17:00:00,2231.28,136.15,31.2
1715,2018-02-05 18:00:00,2260.12,110.15,30.1
1717,2018-02-05 19:00:00,2223.28,113.67,28.6
1719,2018-02-05 20:00:00,2023.47,92.47,27.1
1721,2018-02-05 21:00:00,1859.25,94.9,25.8
1723,2018-02-05 22:00:00,1706.82,93.76,24.8
1725,2018-02-05 23:00:00,1488.67,82.2,24.1
1727,2018-02-06 00:00:00,1600.58,90.59,23.7
1729,2018-02-06 01:00:00,1387.58,51.59,22.5
1731,2018-02-06 02:00:00,1266.24,74.29,22.1
1733,2018-02-06 03:00:00,1256.98,72.18,21.6
1735,2018-02-06 04:00:00,1210.65,72.22,21.2
1737,2018-02-06 05:00:00,1253.1,74.66,20.9
1739,2018-02-06 06:00:00,1393.48,124.41,21.0
1741,2018-02-06 07:00:00,1508.07,105.11,21.6
1743,2018-02-06 08:00:00,1615.32,108.23,22.6
1745,2018-02-06 09:00:00,1624.2,134.75,24.1
1747,2018-02-06 10:00:00,1604.9,127.96,25.8
1749,2018-02-06 11:00:00,1655.11,143.45,27.4
1751,2018-02-06 12:00:00,1718.01,157.83,28.9
1753,2018-02-06 13:00:00,1806.23,143.35,30.0
1755,2018-02-06 14:00:00,1893.03,180.9,30.7
1757,2018-02-06 15:00:00,1941.02,146.97,31.0
1759,2018-02-06 16:00:00,2152.25,168.85,30.8
1761,2018-02-06 17:00:00,2272.76,151.07,30.1
1763,2018-02-06 18:00:00,2255.89,134.22,28.9
1765,2018-02-06 19:00:00,2222.6,147.7,27.5
1767,2018-02-06 20:00:00,2122.61,133.76,26.1
1769,2018-02-06 21:00:00,1964.39,87.97,24.8
1771,2018-02-06 22:00:00,1741.19,98.79,23.9
1773,2018-02-06 23:00:00,1576.8,73.69,23.2
1775,2018-02-07 00:00:00,1678.08,111.85,22.8
1777,2018-02-07 01:00:00,1469.33,60.18,24.7
1779,2018-02-07 02:00:00,1359.61,48.78,24.3
1781,2018-02-07 03:00:00,1364.37,52.37,23.8
1783,2018-02-07 04:00:00,1319.02,48.66,23.3
1785,2018-02-07 05:00:00,1362.7,71.2,23.0
1787,2018-02-07 06:00:00,1472.41,87.52,23.1
1789,2018-02-07 07:00:00,1642.04,119.32,23.7
1791,2018-02-07 08:00:00,1697.47,106.54,24.9
1793,2018-02-07 09:00:00,1765.24,142.34,26.5
1795,2018-02-07 10:00:00,1850.82,174.61,28.4
1797,2018-02-07 11:00:00,1891.86,175.81,30.2
1799,2018-02-07 12:00:00,2051.17,164.32,31.8
1801,2018-02-07 13:00:00,2174.11,136.97,33.0
1803,2018-02-07 14:00:00,2278.33,2356.96,33.8
1805,2018-02-07 15:00:00,2322.68,495.86,34.1
1807,2018-02-07 16:00:00,2544.61,8001.25,33.9
1809,2018-02-07 17:00:00,2685.76,4588.9,33.1
1811,2018-02-07 18:00:00,2771.9,220.65,31.8
1813,2018-02-07 19:00:00,2770.16,316.09,30.3
1815,2018-02-07 20:00:00,2648.71,353.34,28.7
1817,2018-02-07 21:00:00,2397.93,135.5,27.3
1819,2018-02-07 22:00:00,2137.4,180.0,26.2
1821,2018-02-07 23:00:00,1866.05,110.63,25.5
1823,2018-02-08 00:00:00,1912.08,106.51,25.1
1825,2018-02-08 01:00:00,1595.71,61.84,26.5
1827,2018-02-08 02:00:00,1514.83,69.43,26.0
1829,2018-02-08 03:00:00,1396.1,78.18,25.5
1831,2018-02-08 04:00:00,1378.44,88.63,24.9
1833,2018-02-08 05:00:00,1427.92,96.55,24.6
1835,2018-02-08 06:00:00,1569.65,114.97,24.7
1837,2018-02-08 07:00:00,1773.55,159.96,25.4
1839,2018-02-08 08:00:00,1840.44,106.09,26.6
1841,2018-02-08 09:00:00,1951.44,130.89,28.4
1843,2018-02-08 10:00:00,1990.89,118.66,30.3
1845,2018-02-08 11:00:00,2094.64,118.03,32.3
1847,2018-02-08 12:00:00,2178.53,130.4,34.0
1849,2018-02-08 13:00:00,2299.79,158.74,35.3
1851,2018-02-08 14:00:00,2370.1,150.41,36.2
1853,2018-02-08 15:00:00,2390.05,150.1,36.5
1855,2018-02-08 16:00:00,2522.25,297.28,36.2
1857,2018-02-08 17:00:00,2545.11,197.38,35.4
1859,2018-02-08 18:00:00,2650.11,304.13,34.1
1861,2018-02-08 19:00:00,2545.61,290.67,32.4
1863,2018-02-08 20:00:00,2338.92,156.35,30.7
1865,2018-02-08 21:00:00,2176.68,111.66,29.2
1867,2018-02-08 22:00:00,1984.7,94.52,28.1
1869,2018-02-08 23:00:00,1782.84,114.76,27.3
1871,2018-02-09 00:00:00,1867.87,197.07,26.8
1873,2018-02-09 01:00:00,1638.12,129.12,29.0
1875,2018-02-09 02:00:00,1525.72,107.29,28.5
1877,2018-02-09 03:00:00,1471.83,92.39,27.9
1879,2018-02-09 04:00:00,1413.71,88.73,27.3
1881,2018-02-09 05:00:00,1500.68,112.11,26.9
1883,2018-02-09 06:00:00,1578.14,108.44,27.0
1885,2018-02-09 07:00:00,1788.05,131.63,27.7
1887,2018-02-09 08:00:00,1916.4,172.58,29.1
1889,2018-02-09 09:00:00,1994.18,149.73,31.0
1891,2018-02-09 10:00:00,1992.41,146.62,33.2
1893,2018-02-09 11:00:00,1947.01,127.0,35.3
1895,2018-02-09 12:00:00,1985.54,122.25,37.2
1897,2018-02-09 13:00:00,2167.35,125.95,38.7
1899,2018-02-09 14:00:00,2364.38,130.08,39.6
1901,2018-02-09 15:00:00,2461.59,183.07,39.9
1903,2018-02-09 16:00:00,2590.75,176.28,39.6
1905,2018-02-09 17:00:00,2702.83,469.66,38.7
1907,2018-02-09 18:00:00,2666.43,131.75,37.3
1909,2018-02-09 19:00:00,2585.46,213.69,35.5
1911,2018-02-09 20:00:00,2466.99,142.7,33.6
1913,2018-02-09 21:00:00,2377.72,159.94,32.0
1915,2018-02-09 22:00:00,2172.8,214.35,30.7
1917,2018-02-09 23:00:00,1944.38,110.64,29.9
1919,2018-02-10 00:00:00,1956.1,138.7,29.3
1921,2018-02-10 01:00:00,1695.02,152.07,24.1
1923,2018-02-10 02:00:00,1595.54,105.0,23.7
1925,2018-02-10 03:00:00,1507.6,99.92,23.2
1927,2018-02-10 04:00:00,1409.02,94.49,22.7
1929,2018-02-10 05:00:00,1409.34,81.96,22.4
1931,2018-02-10 06:00:00,1444.51,80.66,22.5
1933,2018-02-10 07:00:00,1529.5,83.22,23.1
1935,2018-02-10 08:00:00,1592.4,102.6,24.3
1937,2018-02-10 09:00:00,1670.58,201.07,25.8
1939,2018-02-10 10:00:00,1687.06,117.52,27.6
1941,2018-02-10 11:00:00,1689.16,80.57,29.4
1943,2018-02-10 12:00:00,1687.39,89.99,31.0
1945,2018-02-10 13:00:00,1618.1,94.99,32.2
1947,2018-02-10 14:00:00,1492.6,59.7,33.0
1949,2018-02-10 15:00:00,1510.45,68.42,33.3
1951,2018-02-10 16:00:00,1503.84,88.82,33.0
1953,2018-02-10 17:00:00,1609.35,91.52,32.3
1955,2018-02-10 18:00:00,1662.87,99.41,31.0
1957,2018-02-10 19:00:00,1638.46,87.22,29.6
1959,2018-02-10 20:00:00,1562.03,79.43,28.0
1961,2018-02-10 21:00:00,1477.61,77.54,26.6
1963,2018-02-10 22:00:00,1385.88,69.61,25.6
